item_id,name,level,ilvl,slot,jobs,score_class,score,retail_source,relaunch_source,invasion_pool,obtainable
10902,Euxine Hat,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,TANK,32,,,yes,yes
10903,Euxine Hat +1,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,34,,,yes,yes
10904,Euxine Hat +2,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,42,,,yes,yes
10905,Euxine Hat +3,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,48,,,yes,yes
10906,Thaumas Hat,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,56,,,yes,yes
10907,Tethyan Cap,99,0,Head,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,20,,,yes,yes
10908,Tethyan Cap +1,99,0,Head,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,22,,,yes,yes
10909,Tethyan Cap +2,99,0,Head,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,37,,,yes,yes
10910,Tethyan Cap +3,99,0,Head,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,48,,,yes,yes
10911,Nares Cap,99,0,Head,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,59,,,yes,yes
10912,Drachenhorn,99,0,Head,WAR/PLD/DRK/BST/SAM/DRG,DPS,73,,,yes,yes
10913,Hyaline Hat,99,0,Head,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,85,,,yes,yes
10914,Muzzling Collar,86,0,Neck,All Jobs,TANK,12,,,yes,yes
10915,Muzzling Collar +1,86,0,Neck,All Jobs,TANK,16,,,yes,yes
10916,Pacifying Chain,87,0,Neck,All Jobs,CASTER,3,,,yes,yes
10917,Pacifying Chain +1,87,0,Neck,All Jobs,CASTER,6,,,yes,yes
10918,Tandem Necklace,75,0,Neck,All Jobs,TANK,5,,,yes,yes
10919,Tandem Necklace +1,75,0,Neck,All Jobs,TANK,6,,Medal Vendor (Accessory),yes,yes
10920,Tandem Necklace +2,75,0,Neck,All Jobs,TANK,7,,,yes,yes
10921,Tandem Necklace +3,75,0,Neck,All Jobs,TANK,8,,,yes,yes
10922,Tandem Necklace +4,75,0,Neck,All Jobs,TANK,9,,,yes,yes
10924,Chocobo Torque,81,0,Neck,All Jobs,,,,,yes,yes
10925,Fishers Torque,81,0,Neck,All Jobs,,,,,yes,yes
10926,Field Torque,81,0,Neck,All Jobs,,,,,yes,yes
10927,Genesis Locket,88,0,Neck,All Jobs,CASTER,15,,,yes,yes
10928,Ganeshas Mala,90,0,Neck,DRK/SAM/DRG,DPS,22,,Medal Vendor (Accessory),yes,yes
10929,Apathy Gorget,86,0,Neck,WAR/PLD/DRK/BST/DRG,TANK,28,,,yes,yes
10930,Veisa Collar,87,0,Neck,All Jobs,TANK,40,,,yes,yes
10931,Rancor Collar,87,0,Neck,All Jobs,DPS,9,,,yes,yes
10932,Oneiros Torque,88,0,Neck,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,22,Drop: Tee Zaksa the Ceaseless,,yes,yes
10933,Mujin Necklace,88,0,Neck,WAR/PLD/DRK/DRG,DPS,10,Drop: Arch Tzee Xicu Idol,,yes,yes
10934,Justiciars Torque,92,0,Neck,MNK/THF/DRK/BST/SAM/DRG/DNC/RUN,WS,30,,Medal Vendor (Accessory),yes,yes
10935,Phrenic Torque,92,0,Neck,All Jobs,,,,,yes,yes
10936,Wiglen Gorget,93,0,Neck,All Jobs,TANK,48,,Medal Vendor (Accessory),yes,yes
10937,Calcitrant Stole,92,0,Neck,MNK/RDM/THF/BST/RNG/NIN/DRG/COR/PUP/DNC/RUN,DPS,18,,Medal Vendor (Accessory),yes,yes
10938,Houyis Gorget,95,0,Neck,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,39,,Medal Vendor (Accessory),yes,yes
10939,Dualism Collar,94,0,Neck,All Jobs,TANK,22,,Medal Vendor (Accessory),yes,yes
10940,Moepapa Pendant,94,0,Neck,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,16,Drop: Arch Christelle,,yes,yes
10941,Tjukurrpa Medal,94,0,Neck,All Jobs,DPS,12,Drop: Lost Stihi,,yes,yes
10942,Aifes Medal,94,0,Neck,All Jobs,CASTER,18,Drop: Lost Stringes,,yes,yes
10943,Moepapa Medal,94,0,Neck,All Jobs,DPS,24,Drop: Lost Nantina,,yes,yes
10944,Portus Collar,94,0,Neck,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,14,"Drop: Diabolos Letum, Diabolos Nox, Diabolos Somnus, Diabolos Umbra",,yes,yes
10945,Waylayers Scarf,93,0,Neck,THF/RNG/COR,,,,,yes,yes
10946,Coatl Gorget,93,0,Neck,PLD/DRK,TANK,18,,Medal Vendor (Accessory),yes,yes
10947,Saevus Pendant,93,0,Neck,WHM/BLM/SMN/PUP/SCH/GEO,CASTER,21,,Medal Vendor (Accessory),yes,yes
10948,Carvers Torque,70,0,Neck,All Jobs,,,,,yes,yes
10949,Smithys Torque,70,0,Neck,All Jobs,,,,,yes,yes
10950,Goldsmiths Torque,70,0,Neck,All Jobs,,,,,yes,yes
10951,Weavers Torque,70,0,Neck,All Jobs,,,,,yes,yes
10952,Tanners Torque,70,0,Neck,All Jobs,,,,,yes,yes
10953,Boneworkers Torque,70,0,Neck,All Jobs,,,,,yes,yes
10954,Alchemists Torque,70,0,Neck,All Jobs,,,,,yes,yes
10955,Culinarians Torque,70,0,Neck,All Jobs,,,,,yes,yes
10957,Stoicheion Medal,97,0,Neck,All Jobs,CASTER,28,,Medal Vendor (Accessory),yes,yes
10958,Nefarious Collar,99,0,Neck,All Jobs,DPS,12,,Medal Vendor (Accessory),yes,yes
10959,Inquisitors Chain,96,0,Neck,All Jobs,HEAL,2,,Medal Vendor (Accessory),yes,yes
10960,Phalaina Locket,99,0,Neck,All Jobs,HEAL,14,,Medal Vendor (Accessory),yes,yes
10961,Lavalier,96,0,Neck,All Jobs,TANK,25,Craft,,yes,yes
10962,Lavalier +1,96,0,Neck,All Jobs,TANK,30,Craft,,yes,yes
10963,Airmids Gorget,96,0,Neck,All Jobs,TANK,10,Craft,,yes,yes
10964,Eloquence Cape,88,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,13,,,yes,yes
10965,Eloquence Cape +1,88,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,16,,,yes,yes
10966,Aisance Mantle,88,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,16,,,yes,yes
10967,Aisance Mantle +1,88,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,20,,,yes,yes
10968,Vigilance Mantle,88,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,23,,,yes,yes
10969,Vigilance Mantle +1,88,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,26,,,yes,yes
10970,Scuta Cape,88,0,Back,All Jobs,TANK,36,,,yes,yes
10971,Strendu Mantle,90,0,Back,WAR/PLD/DRK/BST/DRG,TANK,73,,Medal Vendor (Accessory),yes,yes
10972,Oneiros Cappa,88,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,24,Drop: Steelshank Kratzvatz,,yes,yes
10973,Oneiros Cape,88,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,10,Drop: Spellspear Djokvukk,,yes,yes
10974,Mujin Mantle,88,0,Back,WAR/MNK/THF/BST/BRD/RNG/SAM/NIN/DRG/COR/PUP/DNC,TANK,10,Drop: Quicktrix Hexhands,,yes,yes
10975,Archon Cape,90,0,Back,All Jobs,DPS,23,Drop: Arch Dynamis Lord,,yes,yes
10976,Kaikias Cape,92,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,18,,Medal Vendor (Accessory),yes,yes
10977,Romanus Cape,92,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,20,,Medal Vendor (Accessory),yes,yes
10978,Misuuchi Kappa,93,0,Back,MNK/SAM/NIN,DPS,27,,Medal Vendor (Accessory),yes,yes
10979,Balladeers Cape,92,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,HEAL,4,,Medal Vendor (Accessory),yes,yes
10980,Mollusca Mantle,92,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,49,,Medal Vendor (Accessory),yes,yes
10981,Chela Cape,92,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,12,,Medal Vendor (Accessory),yes,yes
10982,Vimukti Mantle,92,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,52,,Medal Vendor (Accessory),yes,yes
10983,Aifes Mantle,94,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,36,Drop: Lost Scolopendra,,yes,yes
10984,Tjukurrpa Mantle,94,0,Back,THF/RNG,DPS,8,Drop: Lost Barong,,yes,yes
10985,Moondoe Mantle,93,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,,,,Medal Vendor (Accessory),yes,yes
10986,Oretanias Cape,93,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,HEAL,8,,Medal Vendor (Accessory),yes,yes
10987,Meanagh Cape,93,0,Back,MNK/THF/BST/RNG/NIN/BLU/COR/PUP/DNC/RUN,TANK,14,,Medal Vendor (Accessory),yes,yes
10988,Blithe Mantle,96,0,Back,All Jobs,DPS,16,,Medal Vendor (Accessory),yes,yes
10989,Tempered Cape,97,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,HEAL,10,,Medal Vendor (Accessory),yes,yes
10990,Engulfer Cape,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,10,,Medal Vendor (Accessory),yes,yes
10991,Rancorous Mantle,98,0,Back,All Jobs,DPS,34,,Medal Vendor (Accessory),yes,yes
10992,Vassals Mantle,96,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,50,,Medal Vendor (Accessory),yes,yes
10993,Drachenblut Cape,97,0,Back,All Jobs,TANK,33,,Medal Vendor (Accessory),yes,yes
10994,Chuparrosa Mantle,97,0,Back,DRK,,,,,yes,yes
10995,Zaffre Cape,99,0,Back,BLU,DPS,12,,,yes,yes
10996,Testudo Mantle,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,33,Craft,,yes,yes
10997,Testudo Mantle +1,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,37,Craft,,yes,yes
10998,Attackers Mantle,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,42,Craft,,yes,yes
10999,Dauntless Mantle,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,46,Craft,,yes,yes
11000,Swith Cape,99,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,HEAL,18,Craft,,yes,yes
11001,Swith Cape +1,99,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,HEAL,23,Craft,,yes,yes
11002,Dragon Tank,1,0,Back,All Jobs,,,Craft,,yes,yes
11003,Prodigious Mantle,99,0,Back,All Jobs,TANK,68,,Medal Vendor (Accessory),yes,yes
11004,Algidus Cape,99,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,12,,Medal Vendor (Accessory),yes,yes
11005,Fierabrass Mantle,99,0,Back,WAR/PLD,TANK,65,,Medal Vendor (Accessory),yes,yes
11006,Thall Mantle,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,12,,Medal Vendor (Accessory),yes,yes
11007,Letalis Mantle,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,42,,Infamy Vendor,yes,yes
11008,Medala Cape,99,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,HEAL,6,,Medal Vendor (Accessory),yes,yes
11009,Shapers Shawl,1,0,Back,All Jobs,TANK,1,,,yes,yes
11010,Feline Mantle,99,0,Back,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,30,,Medal Vendor (Accessory),yes,yes
11012,Gwyddions Cape,99,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,24,,Medal Vendor (Accessory),yes,yes
11013,Taubran Cape,99,0,Back,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,29,,Medal Vendor (Accessory),yes,yes
11014,Flame Pearl,86,0,Ear,All Jobs,DPS,6,,,yes,yes
11015,Snow Pearl,86,0,Ear,All Jobs,CASTER,6,,,yes,yes
11016,Breeze Pearl,86,0,Ear,All Jobs,DPS,6,,,yes,yes
11017,Soil Pearl,86,0,Ear,All Jobs,TANK,6,,,yes,yes
11018,Thunder Pearl,86,0,Ear,All Jobs,DPS,6,,,yes,yes
11019,Aqua Pearl,86,0,Ear,All Jobs,HEAL,6,,,yes,yes
11020,Light Pearl,86,0,Ear,All Jobs,TANK,10,,,yes,yes
11021,Darkness Pearl,86,0,Ear,All Jobs,CASTER,1,,,yes,yes
11022,Vulcans Pearl,86,0,Ear,All Jobs,DPS,8,,,yes,yes
11023,Aquilos Pearl,86,0,Ear,All Jobs,CASTER,8,,,yes,yes
11024,Austers Pearl,86,0,Ear,All Jobs,DPS,8,,,yes,yes
11025,Terras Pearl,86,0,Ear,All Jobs,TANK,8,,,yes,yes
11026,Jupiters Pearl,86,0,Ear,All Jobs,DPS,8,,,yes,yes
11027,Neptunes Pearl,86,0,Ear,All Jobs,HEAL,8,,,yes,yes
11028,Apollos Pearl,86,0,Ear,All Jobs,,,,,yes,yes
11029,Plutos Pearl,86,0,Ear,All Jobs,TANK,12,,,yes,yes
11030,Oneiros Earring,88,0,Ear,WAR/THF/PLD/DRK/BRD/RNG/SAM/NIN/DRG/COR/PUP,TANK,8,Drop: Fuu Tzapo the Blessed,,yes,yes
11031,Oneiros Pearl,88,0,Ear,RNG,,,Drop: Scourquix Scaleskin,,yes,yes
11032,Mujin Stud,88,0,Ear,MNK/WHM/RDM/THF/BST/BRD/RNG/SAM/NIN/BLU/COR/DNC/RUN,TANK,6,Drop: Wilywox Tenderpalm,,yes,yes
11033,Bruisers Earring,92,0,Ear,All Jobs,,,,,yes,yes
11034,Evergreen Earring,92,0,Ear,All Jobs,DPS,6,,,yes,yes
11035,Strophadic Earring,95,0,Ear,All Jobs,CASTER,20,,,yes,yes
11036,Enchanters Earring,94,0,Ear,All Jobs,CASTER,4,,,yes,yes
11037,Earthcry Earring,93,0,Ear,All Jobs,,,,,yes,yes
11038,Dragonkin Earring,95,0,Ear,WAR/PLD/DRK/BST/DRG,DPS,14,,,yes,yes
11039,Brachyura Earring,91,0,Ear,All Jobs,CASTER,1,,,yes,yes
11040,Terminus Earring,91,0,Ear,All Jobs,TANK,5,,,yes,yes
11041,Liminus Earring,91,0,Ear,All Jobs,CASTER,0,,,yes,yes
11042,Rebel Earring,50,0,Ear,WAR/PLD/DRK/BST/SAM/NIN,WS,0,,,yes,yes
11043,Giants Earring,30,0,Ear,All Jobs,TANK,5,,,yes,yes
11044,Corybant Pearl,96,0,Ear,All Jobs,DPS,12,,,yes,yes
11045,Saviesa Pearl,96,0,Ear,All Jobs,CASTER,8,,,yes,yes
11046,Ouesk Pearl,96,0,Ear,All Jobs,DPS,4,,,yes,yes
11047,Belatz Pearl,96,0,Ear,All Jobs,DPS,8,,,yes,yes
11048,Cytherea Pearl,96,0,Ear,All Jobs,HEAL,1,Drop: Skull of Sloth,,yes,yes
11049,Myrddin Pearl,96,0,Ear,All Jobs,CASTER,6,,,yes,yes
11050,Puissant Pearl,96,0,Ear,All Jobs,TANK,11,,,yes,yes
11051,Hearty Earring,96,0,Ear,All Jobs,,,,,yes,yes
11052,Esper Earring,99,0,Ear,SMN,,,,,yes,yes
11053,Choleric Earring,99,0,Ear,All Jobs,CASTER,4,,,yes,yes
11054,Pensee Earring,99,0,Ear,All Jobs,CASTER,11,,,yes,yes
11055,Aredan Earring,99,0,Ear,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,CASTER,13,,,yes,yes
11056,Ghillie Earring,99,0,Ear,All Jobs,DPS,19,Craft,,yes,yes
11057,Ghillie Earring +1,99,0,Ear,All Jobs,DPS,22,Craft,,yes,yes
11058,Hajduk Ring,99,0,Ring,All Jobs,,,Craft,,yes,yes
11059,Hajduk Ring +1,99,0,Ring,All Jobs,,,Craft,,yes,yes
11060,Evader Earring,99,0,Ear,All Jobs,TANK,4,Craft,,yes,yes
11061,Evader Earring +1,99,0,Ear,All Jobs,TANK,4,Craft,,yes,yes
11062,Fountain Ring,99,0,Ring,All Jobs,TANK,10,,,yes,yes
11063,Praan Ring,99,0,Ring,All Jobs,TANK,30,,,yes,yes
11064,Ravagers Mask +2,85,0,Head,WAR,DPS,89,,Reforged Sub Item,yes,yes
11065,Tantra Crown +2,85,0,Head,MNK,DPS,34,,Reforged Sub Item,yes,yes
11066,Orison Cap +2,85,0,Head,WHM,HEAL,42,,,yes,yes
11067,Goetia Petasos +2,85,0,Head,BLM,CASTER,24,,Reforged Sub Item,yes,yes
11068,Estoqueurs Chappel +2,85,0,Head,RDM,CASTER,61,,,yes,yes
11069,Raiders Bonnet +2,85,0,Head,THF,DPS,51,,,yes,yes
11070,Creed Armet +2,85,0,Head,PLD,TANK,66,,Reforged Sub Item,yes,yes
11071,Bale Burgeonet +2,85,0,Head,DRK,DPS,52,,Reforged Sub Item,yes,yes
11072,Ferine Cabasset +2,85,0,Head,BST,DPS,43,,,yes,yes
11073,Aoidos Calot +2,85,0,Head,BRD,HEAL,4,,Reforged Sub Item,yes,yes
11074,Sylvan Gapette +2,85,0,Head,RNG,DPS,5,,,yes,yes
11075,Unkai Kabuto +2,85,0,Head,SAM,DPS,77,,Reforged Sub Item,yes,yes
11076,Iga Zukin +2,85,0,Head,NIN,DPS,45,,Reforged Sub Item,yes,yes
11077,Lancers Mezail +2,85,0,Head,DRG,DPS,55,,,yes,yes
11078,Callers Horn +2,85,0,Head,SMN,PET,19,,Reforged Sub Item,yes,yes
11079,Mavi Kavuk +2,85,0,Head,BLU,DPS,33,,,yes,yes
11080,Navarchs Tricorne +2,85,0,Head,COR,DPS,20,,,yes,yes
11081,Cirque Cappello +2,85,0,Head,PUP,DPS,24,,,yes,yes
11082,Charis Tiara +2,85,0,Head,DNC,DPS,85,,,yes,yes
11083,Savants Bonnet +2,85,0,Head,SCH,CASTER,4,,,yes,yes
11084,Ravagers Lorica +2,89,0,Body,WAR,DPS,118,,Reforged Sub Item,yes,yes
11085,Tantra Cyclas +2,89,0,Body,MNK,DPS,76,,Reforged Sub Item,yes,yes
11086,Orison Bliaut +2,89,0,Body,WHM,HEAL,72,,,yes,yes
11087,Goetia Coat +2,89,0,Body,BLM,CASTER,57,,Reforged Sub Item,yes,yes
11088,Estoqueurs Sayon +2,89,0,Body,RDM,HEAL,94,,,yes,yes
11089,Raiders Vest +2,89,0,Body,THF,DPS,35,,,yes,yes
11090,Creed Cuirass +2,89,0,Body,PLD,TANK,140,,Reforged Sub Item,yes,yes
11091,Bale Cuirass +2,89,0,Body,DRK,DPS,107,,Reforged Sub Item,yes,yes
11092,Ferine Gausape +2,89,0,Body,BST,DPS,73,,,yes,yes
11093,Aoidos Hongreline +2,89,0,Body,BRD,HEAL,5,,Reforged Sub Item,yes,yes
11094,Sylvan Caban +2,89,0,Body,RNG,DPS,48,,,yes,yes
11095,Unkai Domaru +2,89,0,Body,SAM,DPS,120,,Reforged Sub Item,yes,yes
11096,Iga Ningi +2,89,0,Body,NIN,DPS,128,,Reforged Sub Item,yes,yes
11097,Lancers Plackart +2,89,0,Body,DRG,DPS,165,,,yes,yes
11098,Callers Doublet +2,89,0,Body,SMN,PET,30,,Reforged Sub Item,yes,yes
11099,Mavi Mintan +2,89,0,Body,BLU,DPS,33,,,yes,yes
11100,Navarchs Frac +2,89,0,Body,COR,,,,,yes,yes
11101,Cirque Farsetto +2,89,0,Body,PUP,DPS,105,,,yes,yes
11102,Charis Casaque +2,89,0,Body,DNC,DPS,49,,,yes,yes
11103,Savants Gown +2,89,0,Body,SCH,CASTER,91,,,yes,yes
11104,Ravagers Mufflers +2,87,0,Hands,WAR,DPS,54,,Reforged Sub Item,yes,yes
11105,Tantra Gloves +2,87,0,Hands,MNK,DPS,30,,Reforged Sub Item,yes,yes
11106,Orison Mitts +2,87,0,Hands,WHM,HEAL,1,,,yes,yes
11107,Goetia Gloves +2,87,0,Hands,BLM,CASTER,38,,Reforged Sub Item,yes,yes
11108,Estoqueurs Gantherots +2,87,0,Hands,RDM,CASTER,28,,,yes,yes
11109,Raiders Armlets +2,87,0,Hands,THF,DPS,82,,,yes,yes
11110,Creed Gauntlets +2,87,0,Hands,PLD,TANK,57,,Reforged Sub Item,yes,yes
11111,Bale Gauntlets +2,87,0,Hands,DRK,DPS,50,,Reforged Sub Item,yes,yes
11112,Ferine Manoplas +2,87,0,Hands,BST,DPS,64,,,yes,yes
11113,Aoidos Manchettes +2,87,0,Hands,BRD,HEAL,14,,Reforged Sub Item,yes,yes
11114,Sylvan Glovelettes +2,87,0,Hands,RNG,DPS,62,,,yes,yes
11115,Unkai Kote +2,87,0,Hands,SAM,DPS,52,,Reforged Sub Item,yes,yes
11116,Iga Tekko +2,87,0,Hands,NIN,DPS,52,,Reforged Sub Item,yes,yes
11117,Lancers Vambraces +2,87,0,Hands,DRG,DPS,59,,,yes,yes
11118,Callers Bracers +2,87,0,Hands,SMN,CASTER,2,,Reforged Sub Item,yes,yes
11119,Mavi Bazubands +2,87,0,Hands,BLU,,,,,yes,yes
11120,Navarchs Gants +2,87,0,Hands,COR,DPS,44,,,yes,yes
11121,Cirque Guanti +2,87,0,Hands,PUP,DPS,87,,,yes,yes
11122,Charis Bangles +2,87,0,Hands,DNC,WS,54,,,yes,yes
11123,Savants Bracers +2,87,0,Hands,SCH,CASTER,28,,,yes,yes
11124,Ravagers Cuisses +2,83,0,Legs,WAR,DPS,60,,Reforged Sub Item,yes,yes
11125,Tantra Hose +2,83,0,Legs,MNK,DPS,86,,Reforged Sub Item,yes,yes
11126,Orison Pantaloons +2,83,0,Legs,WHM,HEAL,14,,,yes,yes
11127,Goetia Chausses +2,83,0,Legs,BLM,CASTER,38,,Reforged Sub Item,yes,yes
11128,Estoqueurs Fuseau +2,83,0,Legs,RDM,CASTER,51,,,yes,yes
11129,Raiders Culottes +2,83,0,Legs,THF,DPS,45,,,yes,yes
11130,Creed Cuisses +2,83,0,Legs,PLD,TANK,133,,Reforged Sub Item,yes,yes
11131,Bale Flanchard +2,83,0,Legs,DRK,DPS,76,,Reforged Sub Item,yes,yes
11132,Ferine Quijotes +2,83,0,Legs,BST,DPS,40,,,yes,yes
11133,Aoidos Rhingrave +2,83,0,Legs,BRD,HEAL,7,,Reforged Sub Item,yes,yes
11134,Sylvan Bragues +2,83,0,Legs,RNG,DPS,66,,,yes,yes
11135,Unkai Haidate +2,83,0,Legs,SAM,DPS,89,,Reforged Sub Item,yes,yes
11136,Iga Hakama +2,83,0,Legs,NIN,TANK,48,,Reforged Sub Item,yes,yes
11137,Lancers Cuissots +2,83,0,Legs,DRG,WS,75,,,yes,yes
11138,Callers Spats +2,83,0,Legs,SMN,PET,13,,Reforged Sub Item,yes,yes
11139,Mavi Tayt +2,83,0,Legs,BLU,DPS,47,,,yes,yes
11140,Navarchs Culottes +2,83,0,Legs,COR,DPS,80,,,yes,yes
11141,Cirque Pantaloni +2,83,0,Legs,PUP,DPS,50,,,yes,yes
11142,Charis Tights +2,83,0,Legs,DNC,DPS,15,,,yes,yes
11143,Savants Pants +2,83,0,Legs,SCH,HEAL,22,,,yes,yes
11144,Ravagers Calligae +2,81,0,Feet,WAR,DPS,40,,Reforged Sub Item,yes,yes
11145,Tantra Gaiters +2,81,0,Feet,MNK,DPS,28,,Reforged Sub Item,yes,yes
11146,Orison Duckbills +2,81,0,Feet,WHM,HEAL,22,,,yes,yes
11147,Goetia Sabots +2,81,0,Feet,BLM,CASTER,20,,Reforged Sub Item,yes,yes
11148,Estoqueurs Houseaux +2,81,0,Feet,RDM,HEAL,29,,,yes,yes
11149,Raiders Poulaines +2,81,0,Feet,THF,DPS,30,,,yes,yes
11150,Creed Sabatons +2,81,0,Feet,PLD,TANK,51,,Reforged Sub Item,yes,yes
11151,Bale Sollerets +2,81,0,Feet,DRK,DPS,18,,Reforged Sub Item,yes,yes
11152,Ferine Ocreae +2,81,0,Feet,BST,DPS,49,,,yes,yes
11153,Aoidos Cothurnes +2,81,0,Feet,BRD,HEAL,6,,Reforged Sub Item,yes,yes
11154,Sylvan Bottillons +2,81,0,Feet,RNG,DPS,30,,,yes,yes
11155,Unkai Sune-Ate +2,81,0,Feet,SAM,DPS,104,,Reforged Sub Item,yes,yes
11156,Iga Kyahan +2,81,0,Feet,NIN,DPS,35,,Reforged Sub Item,yes,yes
11157,Lancers Schynbalds +2,81,0,Feet,DRG,DPS,57,,,yes,yes
11158,Callers Pigaches +2,81,0,Feet,SMN,PET,7,,Reforged Sub Item,yes,yes
11159,Mavi Basmak +2,81,0,Feet,BLU,,,,,yes,yes
11160,Navarchs Bottes +2,81,0,Feet,COR,DPS,26,,,yes,yes
11161,Cirque Scarpe +2,81,0,Feet,PUP,DPS,50,,,yes,yes
11162,Charis Toe Shoes +2,81,0,Feet,DNC,DPS,79,,,yes,yes
11163,Savants Loafers +2,81,0,Feet,SCH,CASTER,23,,,yes,yes
11164,Ravagers Mask +1,85,0,Head,WAR,DPS,58,,Reforged Sub Item,yes,yes
11165,Tantra Crown +1,85,0,Head,MNK,DPS,19,,Reforged Sub Item,yes,yes
11166,Orison Cap +1,85,0,Head,WHM,HEAL,32,,,yes,yes
11167,Goetia Petasos +1,85,0,Head,BLM,CASTER,17,,Reforged Sub Item,yes,yes
11168,Estoqueurs Chappel +1,85,0,Head,RDM,CASTER,41,,,yes,yes
11169,Raiders Bonnet +1,85,0,Head,THF,DPS,27,,,yes,yes
