status,set_group,slot,jobs,ilevel,itemId,name,display,source
available,agoge,legs,WAR/GEO,119,24053,agoge_cuisses_+4,agoge_cuisses_+4,dungeon_catalog.lua
available,agoge,legs,WAR/GEO,119,27153,agoge_cuisses_+1,agoge_cuisses_+1,deeds.lua
available,agony,body,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/GEO/RUN,119,26943,agony_jerkin_+1,agony_jerkin_+1,dealer_moogle.lua
available,ahosi,feet,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/GEO/RUN,119,25920,ahosi_leggings,ahosi_leggings,dealer_moogle.lua
available,air,main,THF/DNC,119,21570,air_knife,air_knife,mog_bonanza.lua
available,aizkora,main,WAR/GEO,119,20852,aizkora_+1,aizkora_+1,dealer_moogle.lua
available,aizushintogo,main,NIN,119,20979,aizushintogo,aizushintogo,dealer_moogle.lua
available,ajax,sub,PLD,119,27639,ajax_+1,ajax_+1,dealer_moogle.lua
available,ajja,main,WAR/MNK/RDM/THF/DRK/BST/NIN/PUP/DNC/GEO,119,21516,ajja_knuckles,ajja_knuckles,gear_progression_catalog.lua
available,ajja,main,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/NIN/DRG/BLU/COR/GEO/RUN,119,21618,ajja_sword,ajja_sword,gear_progression_catalog.lua
available,ajja,main,WAR/PLD/DRK/GEO/RUN,119,21671,ajja_claymore,ajja_claymore,gear_progression_catalog.lua
available,ajja,main,WAR/DRK/BST/RNG/GEO/RUN,119,21719,ajja_axe,ajja_axe,gear_progression_catalog.lua
available,ajja,main,WAR/DRK/GEO/RUN,119,21776,ajja_chopper,ajja_chopper,gear_progression_catalog.lua
available,ajja,main,WAR/BLM/DRK/BST/GEO,119,21827,ajja_scythe,ajja_scythe,gear_progression_catalog.lua
available,ajja,main,WAR/PLD/SAM/DRG/GEO,119,21880,ajja_lance,ajja_lance,gear_progression_catalog.lua
available,ajja,main,SAM/NIN,119,21972,ajja_tachi,ajja_tachi,gear_progression_catalog.lua
available,ajja,main,WHM/BLM/RDM/SMN/BLU/SCH/GEO,119,22028,ajja_rod,ajja_rod,gear_progression_catalog.lua
available,ajja,main,WAR/MNK/WHM/BLM/RDM/BST/BRD/SMN/SCH/GEO,119,22083,ajja_staff,ajja_staff,gear_progression_catalog.lua
available,ajja,ranged,WAR/RDM/THF/PLD/DRK/BST/RNG/SAM/NIN/GEO,119,22109,ajja_bow,ajja_bow,gear_progression_catalog.lua
available,akademos,main,SCH,119,21150,akademos,akademos,dealer_moogle.lua
available,albin,ranged,THF/NIN/BLU/DNC,119,21390,albin_bane,albin_bane,dealer_moogle.lua
available,alhazen,head,ALL,119,26787,alhazen_hat_+1,alhazen_hat_+1,dealer_moogle.lua
available,almace,main,RDM/PLD/BLU/GEO,119,20689,almace,almace,dealer_moogle.lua
available,amalric,body,BLM/RDM/SMN/BLU/SCH/GEO,119,25688,amalric_doublet,amalric_doublet,abjurations.lua
available,amalric,body,BLM/RDM/SMN/BLU/SCH/GEO,119,25689,amalric_doublet_+1,amalric_doublet_+1,abjurations.lua
available,amalric,feet,BLM/RDM/SMN/BLU/SCH/GEO,119,27475,amalric_nails,amalric_nails,abjurations.lua
available,amalric,feet,BLM/RDM/SMN/BLU/SCH/GEO,119,27476,amalric_nails_+1,amalric_nails_+1,abjurations.lua
available,amalric,hands,BLM/RDM/SMN/BLU/SCH/GEO,119,27119,amalric_gages,amalric_gages,abjurations.lua
available,amalric,hands,BLM/RDM/SMN/BLU/SCH/GEO,119,27120,amalric_gages_+1,amalric_gages_+1,abjurations.lua
available,amalric,head,BLM/RDM/SMN/BLU/SCH/GEO,119,25615,amalric_coif,amalric_coif,abjurations.lua
available,amalric,head,BLM/RDM/SMN/BLU/SCH/GEO,119,25616,amalric_coif_+1,amalric_coif_+1,abjurations.lua
available,amalric,legs,BLM/RDM/SMN/BLU/SCH/GEO,119,27304,amalric_slops,amalric_slops,abjurations.lua
available,amalric,legs,BLM/RDM/SMN/BLU/SCH/GEO,119,27305,amalric_slops_+1,amalric_slops_+1,abjurations.lua
available,amanomurakumo,main,SAM,119,21954,amanomurakumo,amanomurakumo,dealer_moogle.lua
available,ames,main,WHM/BLM/RDM/SMN/BLU/SCH/GEO,119,22022,ames_+1,ames_+1,gear_progression_catalog.lua
available,amin,head,ALL,119,24274,amin_turban,amin_turban,armor_catalog.lua
available,amini,body,RNG,119,23162,amini_caban_+2,amini_caban_+2,reforge_catalog.lua
available,amini,body,RNG,119,23497,amini_caban_+3,amini_caban_+3,reforge_catalog.lua
available,amini,body,RNG,119,26919,amini_caban_+1,amini_caban_+1,reforge_catalog.lua
available,amini,feet,RNG,119,23363,amini_bottillons_+2,amini_bottillons_+2,reforge_catalog.lua
available,amini,feet,RNG,119,23698,amini_bottillons_+3,amini_bottillons_+3,barrage_turbine.lua
available,amini,feet,RNG,119,27432,amini_bottillons_+1,amini_bottillons_+1,reforge_catalog.lua
available,amini,hands,RNG,119,23229,amini_glovelettes_+2,amini_glove._+2,reforge_catalog.lua
available,amini,hands,RNG,119,23564,amini_glovelettes_+3,amini_glove._+3,reforge_catalog.lua
available,amini,hands,RNG,119,27073,amini_glove._+1,amini_glove._+1,reforge_catalog.lua
available,amini,head,RNG,119,23095,amini_gapette_+2,amini_gapette_+2,reforge_catalog.lua
available,amini,head,RNG,119,23430,amini_gapette_+3,amini_gapette_+3,reforge_catalog.lua
available,amini,head,RNG,119,26761,amini_gapette_+1,amini_gapette_+1,reforge_catalog.lua
available,amini,legs,RNG,119,23296,amini_bragues_+2,amini_bragues_+2,reforge_catalog.lua
available,amini,legs,RNG,119,23631,amini_bragues_+3,amini_bragues_+3,reforge_catalog.lua
available,amini,legs,RNG,119,27258,amini_bragues_+1,amini_bragues_+1,reforge_catalog.lua
available,amm,feet,WAR/PLD/DRK/BST/SAM/NIN/DRG/GEO,119,27491,amm_greaves,amm_greaves,armor_catalog.lua
available,an,body,BST,119,23138,an._jackcoat_+2,an._jackcoat_+2,deeds.lua
available,an,body,BST,119,23473,an._jackcoat_+3,an._jackcoat_+3,reforge_catalog.lua
available,an,body,BST,119,26817,an._jackcoat_+1,an._jackcoat_+1,deeds.lua
available,anahera,main,RDM/BLU,119,20733,anahera_saber,anahera_saber,dealer_moogle.lua
available,anahera,main,WAR/PLD/DRK/GEO/RUN,119,20734,anahera_sword,anahera_sword,dealer_moogle.lua
available,anahera,main,BST,119,20822,anahera_tabar,anahera_tabar,dealer_moogle.lua
available,anahera,main,DRK,119,20913,anahera_scythe,anahera_scythe,dealer_moogle.lua
available,anahera,main,SAM,119,21049,anahera_blade,anahera_blade,dealer_moogle.lua
available,anathema,main,WAR/THF/GEO,119,20607,anathema_harpe_+1,anathema_harpe_+1,dealer_moogle.lua
available,anch,body,MNK,119,23108,anch._cyclas_+2,anch._cyclas_+2,deeds.lua
available,anch,body,MNK,119,23443,anch._cyclas_+3,anch._cyclas_+3,reforge_catalog.lua
available,anch,body,MNK,119,27829,anch._cyclas_+1,anch._cyclas_+1,deeds.lua
available,anch,feet,MNK,119,23309,anch._gaiters_+2,anch._gaiters_+2,deeds.lua
available,anch,feet,MNK,119,23644,anch._gaiters_+3,anch._gaiters_+3,reforge_catalog.lua
available,anch,feet,MNK,119,28245,anch._gaiters_+1,anch._gaiters_+1,deeds.lua
available,anch,hands,MNK,119,27965,anch._gloves_+1,anch._gloves_+1,deeds.lua
available,anch,head,MNK,119,23041,anch._crown_+2,anch._crown_+2,deeds.lua
available,anch,head,MNK,119,23376,anch._crown_+3,anch._crown_+3,reforge_catalog.lua
available,anch,legs,MNK,119,23242,anch._hose_+2,anch._hose_+2,deeds.lua
available,anch,legs,MNK,119,23577,anch._hose_+3,anch._hose_+3,reforge_catalog.lua
available,anch,legs,MNK,119,28112,anch._hose_+1,anch._hose_+1,deeds.lua
available,anchor,hands,MNK,119,23175,anchor._gloves_+2,anchor._gloves_+2,deeds.lua
available,anchor,hands,MNK,119,23510,anchor._gloves_+3,anchor._gloves_+3,reforge_catalog.lua
available,anchor,head,MNK,119,27685,anchor._crown_+1,anchor._crown_+1,deeds.lua
available,anchorites,body,MNK,119,23941,anchorites_cyclas_+4,anch._cyclas_+4,dungeon_catalog.lua
available,anchorites,feet,MNK,119,24076,anchorites_gaiters_+4,anch._gaiters_+4,dungeon_catalog.lua
available,anchorites,hands,MNK,119,23986,anchorites_gloves_+4,anch._gloves_+4,dungeon_catalog.lua
available,anchorites,head,MNK,119,23896,anchorites_crown_+4,anchor._crown_+4,dungeon_catalog.lua
available,anchorites,legs,MNK,119,24031,anchorites_hose_+4,anch._hose_+4,dungeon_catalog.lua
available,angantyr,body,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,119,23743,angantyr_robe,angantyr_robe,Zurim.lua
available,angantyr,feet,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,119,23752,angantyr_boots,angantyr_boots,Zurim.lua
available,angantyr,hands,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,119,23746,angantyr_mittens,angantyr_mittens,Zurim.lua
available,angantyr,head,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,119,23740,angantyr_beret,angantyr_beret,Zurim.lua
available,angantyr,legs,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,119,23749,angantyr_tights,angantyr_tights,Zurim.lua
available,anguta,main,DRK,119,20890,anguta,anguta,dealer_moogle.lua
available,animator,ranged,PUP,119,21392,animator_z,animator_z,Antonia.lua
available,animator,ranged,PUP,119,21456,animator_p,animator_p,synth
available,animator,ranged,PUP,119,21457,animator_p_+1,animator_p_+1,synth
available,animator,ranged,PUP,119,21458,animator_p_ii,animator_p_ii,synth
available,animator,ranged,PUP,119,21459,animator_p_ii_+1,animator_p_ii_+1,synth
available,ankusa,body,BST,119,23971,ankusa_jackcoat_+4,an._jackcoat_+4,dungeon_catalog.lua
available,ankusa,feet,BST,119,23339,ankusa_gaiters_+2,ankusa_gaiters_+2,deeds.lua
available,ankusa,feet,BST,119,23674,ankusa_gaiters_+3,ankusa_gaiters_+3,reforge_catalog.lua
available,ankusa,feet,BST,119,24106,ankusa_gaiters_+4,ankusa_gaiters_+4,dungeon_catalog.lua
available,ankusa,feet,BST,119,27345,ankusa_gaiters_+1,ankusa_gaiters_+1,deeds.lua
available,ankusa,hands,BST,119,23205,ankusa_gloves_+2,ankusa_gloves_+2,deeds.lua
available,ankusa,hands,BST,119,23540,ankusa_gloves_+3,ankusa_gloves_+3,reforge_catalog.lua
available,ankusa,hands,BST,119,24016,ankusa_gloves_+4,ankusa_gloves_+4,dungeon_catalog.lua
available,ankusa,hands,BST,119,26993,ankusa_gloves_+1,ankusa_gloves_+1,deeds.lua
available,ankusa,head,BST,119,23071,ankusa_helm_+2,ankusa_helm_+2,deeds.lua
available,ankusa,head,BST,119,23406,ankusa_helm_+3,ankusa_helm_+3,reforge_catalog.lua
available,ankusa,head,BST,119,23926,ankusa_helm_+4,ankusa_helm_+4,dungeon_catalog.lua
available,ankusa,head,BST,119,26641,ankusa_helm_+1,ankusa_helm_+1,deeds.lua
available,ankusa,legs,BST,119,23272,ankusa_trousers_+2,ankusa_trousers_+2,deeds.lua
available,ankusa,legs,BST,119,23607,ankusa_trousers_+3,ankusa_trousers_+3,reforge_catalog.lua
available,ankusa,legs,BST,119,24061,ankusa_trousers_+4,an._trousers_+4,dungeon_catalog.lua
available,ankusa,legs,BST,119,27169,ankusa_trousers_+1,ankusa_trousers_+1,deeds.lua
available,annealed,main,DRG/GEO,119,20938,annealed_lance,annealed_lance,dealer_moogle.lua
available,annihilator,ranged,RNG,119,21260,annihilator,annihilator,annihilator.lua
available,annihilator,ranged,RNG,119,21261,annihilator,annihilator,annihilator.lua
available,annihilator,ranged,RNG,119,21267,annihilator,annihilator,dealer_moogle.lua
available,annihilator,ranged,RNG,119,22140,annihilator,annihilator,dealer_moogle.lua
available,annoint,body,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,119,26960,annoint._kalasiris,annoint._kalasiris,dealer_moogle.lua
available,antitail,ranged,WAR/THF/RNG/GEO,119,22267,antitail_+1,antitail_+1,dealer_moogle.lua
available,apo,body,SMN,119,26853,apo._dalmatica_+1,apo._dalmatica_+1,abjurations.lua
available,apocalypse,main,DRK,119,20880,apocalypse,apocalypse,goblinfootprint.lua
available,apocalypse,main,DRK,119,20881,apocalypse,apocalypse,goblinfootprint.lua
available,apocalypse,main,DRK,119,21808,apocalypse,apocalypse,dealer_moogle.lua
available,apogee,body,SMN,119,26852,apogee_dalmatica,apogee_dalmatica,abjurations.lua
available,apogee,feet,SMN,119,27380,apogee_pumps,apogee_pumps,abjurations.lua
available,apogee,feet,SMN,119,27381,apogee_pumps_+1,apogee_pumps_+1,abjurations.lua
available,apogee,hands,SMN,119,27028,apogee_mitts,apogee_mitts,abjurations.lua
available,apogee,hands,SMN,119,27029,apogee_mitts_+1,apogee_mitts_+1,abjurations.lua
available,apogee,head,SMN,119,26676,apogee_crown,apogee_crown,abjurations.lua
available,apogee,head,SMN,119,26677,apogee_crown_+1,apogee_crown_+1,abjurations.lua
available,apogee,legs,SMN,119,27204,apogee_slacks,apogee_slacks,status_effect_tables.lua
available,apogee,legs,SMN,119,27205,apogee_slacks_+1,apogee_slacks_+1,abjurations.lua
available,arasy,ammo,SMN,119,21393,arasy_sachet,arasy_sachet,Antonia.lua
available,arasy,main,WAR/MNK/BST/NIN/PUP/GEO,119,21504,arasy_sainti,arasy_sainti,Antonia.lua
available,arasy,main,WAR/MNK/BST/NIN/PUP/GEO,119,21505,arasy_sainti_+1,arasy_sainti_+1,gear_progression_catalog.lua
available,arasy,main,WAR/THF/PLD/DRK/BRD/RNG/SAM/NIN/DRG/COR/PUP/DNC/GEO,119,21554,arasy_knife,arasy_knife,Antonia.lua
available,arasy,main,WAR/THF/PLD/DRK/BRD/RNG/SAM/NIN/DRG/COR/PUP/DNC/GEO,119,21555,arasy_knife_+1,arasy_knife_+1,gear_progression_catalog.lua
available,arasy,main,RDM/PLD/BLU/GEO,119,21604,arasy_sword,arasy_sword,Antonia.lua
available,arasy,main,RDM/PLD/BLU/GEO,119,21605,arasy_sword_+1,arasy_sword_+1,gear_progression_catalog.lua
available,arasy,main,WAR/PLD/DRK/GEO/RUN,119,21654,arasy_claymore,arasy_claymore,Antonia.lua
available,arasy,main,WAR/PLD/DRK/GEO/RUN,119,21655,arasy_claymore_+1,arasy_claymore_+1,gear_progression_catalog.lua
available,arasy,main,WAR/BST/GEO,119,21704,arasy_tabar,arasy_tabar,Antonia.lua
available,arasy,main,WAR/BST/GEO,119,21705,arasy_tabar_+1,arasy_tabar_+1,gear_progression_catalog.lua
available,arasy,main,WAR/DRK/GEO/RUN,119,21762,arasy_axe,arasy_axe,Antonia.lua
available,arasy,main,WAR/DRK/GEO/RUN,119,21763,arasy_axe_+1,arasy_axe_+1,gear_progression_catalog.lua
available,arasy,main,DRK,119,21812,arasy_scythe,arasy_scythe,Wata_Khamazom.lua
available,arasy,main,DRG/GEO,119,21865,arasy_lance,arasy_lance,Antonia.lua
available,arasy,main,WHM/BLM/SMN/SCH/GEO,119,22015,arasy_rod,arasy_rod,Antonia.lua
available,arasy,main,WAR/MNK/WHM/BLM/RDM/BST/BRD/SMN/SCH/GEO,119,22074,arasy_staff,arasy_staff,synth
available,arasy,main,WAR/MNK/WHM/BLM/RDM/BST/BRD/SMN/SCH/GEO,119,22075,arasy_staff_+1,arasy_staff_+1,synth
available,arasy,ranged,RNG,119,22122,arasy_bow,arasy_bow,Antonia.lua
available,arasy,ranged,RNG/COR,119,22135,arasy_gun,arasy_gun,Antonia.lua
available,arasy,ranged,RNG/COR,119,22136,arasy_gun_+1,arasy_gun_+1,gear_progression_catalog.lua
available,arbatel,body,SCH,119,23171,arbatel_gown_+2,arbatel_gown_+2,reforge_catalog.lua
available,arbatel,body,SCH,119,23506,arbatel_gown_+3,arbatel_gown_+3,reforge_catalog.lua
available,arbatel,body,SCH,119,26937,arbatel_gown_+1,arbatel_gown_+1,reforge_catalog.lua
available,arbatel,feet,SCH,119,23372,arbatel_loafers_+2,arbatel_loafers_+2,reforge_catalog.lua
available,arbatel,feet,SCH,119,23707,arbatel_loafers_+3,arbatel_loafers_+3,reforge_catalog.lua
available,arbatel,feet,SCH,119,27450,arbatel_loafers_+1,arbatel_loafers_+1,reforge_catalog.lua
available,arbatel,hands,SCH,119,23238,arbatel_bracers_+2,arbatel_bracers_+2,reforge_catalog.lua
available,arbatel,hands,SCH,119,23573,arbatel_bracers_+3,arbatel_bracers_+3,reforge_catalog.lua
available,arbatel,hands,SCH,119,27091,arbatel_bracers_+1,arbatel_bracers_+1,reforge_catalog.lua
available,arbatel,head,SCH,119,23104,arbatel_bonnet_+2,arbatel_bonnet_+2,reforge_catalog.lua
available,arbatel,head,SCH,119,23439,arbatel_bonnet_+3,arbatel_bonnet_+3,reforge_catalog.lua
available,arbatel,head,SCH,119,26779,arbatel_bonnet_+1,arbatel_bonnet_+1,reforge_catalog.lua
available,arbatel,legs,SCH,119,23305,arbatel_pants_+2,arbatel_pants_+2,reforge_catalog.lua
available,arbatel,legs,SCH,119,23640,arbatel_pants_+3,arbatel_pants_+3,reforge_catalog.lua
available,arbatel,legs,SCH,119,27276,arbatel_pants_+1,arbatel_pants_+1,reforge_catalog.lua
available,arc,body,RNG,119,23140,arc._jerkin_+2,arc._jerkin_+2,deeds.lua
available,arc,body,RNG,119,23475,arc._jerkin_+3,arc._jerkin_+3,reforge_catalog.lua
available,arc,body,RNG,119,26821,arc._jerkin_+1,arc._jerkin_+1,deeds.lua
available,arc,hands,RNG,119,23207,arc._bracers_+2,arc._bracers_+2,deeds.lua
available,arc,hands,RNG,119,23542,arc._bracers_+3,arc._bracers_+3,reforge_catalog.lua
available,arc,hands,RNG,119,26997,arc._bracers_+1,arc._bracers_+1,deeds.lua
available,arc,legs,RNG,119,23274,arc._braccae_+2,arc._braccae_+2,deeds.lua
available,arc,legs,RNG,119,23609,arc._braccae_+3,arc._braccae_+3,reforge_catalog.lua
available,arc,legs,RNG,119,27173,arc._braccae_+1,arc._braccae_+1,deeds.lua
available,arcadian,body,RNG,119,23973,arcadian_jerkin_+4,arc._jerkin_+4,dungeon_catalog.lua
available,arcadian,feet,RNG,119,23341,arcadian_socks_+2,arcadian_socks_+2,deeds.lua
available,arcadian,feet,RNG,119,23676,arcadian_socks_+3,arcadian_socks_+3,reforge_catalog.lua
available,arcadian,feet,RNG,119,24108,arcadian_socks_+4,arc._socks_+4,dungeon_catalog.lua
available,arcadian,feet,RNG,119,27349,arcadian_socks_+1,arcadian_socks_+1,deeds.lua
available,arcadian,hands,RNG,119,24018,arcadian_bracers_+4,arc._bracers_+4,dungeon_catalog.lua
available,arcadian,head,RNG,119,23073,arcadian_beret_+2,arcadian_beret_+2,deeds.lua
available,arcadian,head,RNG,119,23408,arcadian_beret_+3,arcadian_beret_+3,reforge_catalog.lua
available,arcadian,head,RNG,119,23928,arcadian_beret_+4,arcadian_beret_+4,dungeon_catalog.lua
available,arcadian,head,RNG,119,26645,arcadian_beret_+1,arcadian_beret_+1,deeds.lua
available,arcadian,legs,RNG,119,24063,arcadian_braccae_+4,arc._braccae_+4,dungeon_catalog.lua
available,arch,body,BLM,119,23133,arch._coat_+2,arch._coat_+2,deeds.lua
available,arch,body,BLM,119,23468,arch._coat_+3,arch._coat_+3,reforge_catalog.lua
available,arch,body,BLM,119,26807,arch._coat_+1,arch._coat_+1,deeds.lua
available,arch,feet,BLM,119,23334,arch._sabots_+2,arch._sabots_+2,deeds.lua
available,arch,feet,BLM,119,23669,arch._sabots_+3,arch._sabots_+3,reforge_catalog.lua
available,arch,feet,BLM,119,27335,arch._sabots_+1,arch._sabots_+1,deeds.lua
available,arch,hands,BLM,119,23200,arch._gloves_+2,arch._gloves_+2,deeds.lua
available,arch,hands,BLM,119,23535,arch._gloves_+3,arch._gloves_+3,reforge_catalog.lua
available,arch,hands,BLM,119,26983,arch._gloves_+1,arch._gloves_+1,deeds.lua
available,arch,head,BLM,119,23066,arch._petasos_+2,arch._petasos_+2,deeds.lua
available,arch,head,BLM,119,23401,arch._petasos_+3,arch._petasos_+3,reforge_catalog.lua
available,arch,head,BLM,119,26631,arch._petasos_+1,arch._petasos_+1,deeds.lua
available,arch,legs,BLM,119,23267,arch._tonban_+2,arch._tonban_+2,deeds.lua
available,arch,legs,BLM,119,23602,arch._tonban_+3,arch._tonban_+3,reforge_catalog.lua
available,arch,legs,BLM,119,27159,arch._tonban_+1,arch._tonban_+1,deeds.lua
available,archmages,body,BLM,119,23966,archmages_coat_+4,arch._coat_+4,dungeon_catalog.lua
available,archmages,feet,BLM,119,24101,archmages_sabots_+4,arch._sabots_+4,dungeon_catalog.lua
available,archmages,hands,BLM,119,24011,archmages_gloves_+4,arch._gloves_+4,dungeon_catalog.lua
available,archmages,head,BLM,119,23921,archmages_petasos_+4,arch._petasos_+4,dungeon_catalog.lua
available,archmages,legs,BLM,119,24056,archmages_tonban_+4,arch._tonban_+4,dungeon_catalog.lua
available,areadbhar,main,DRG/GEO,119,20948,areadbhar,areadbhar,dealer_moogle.lua
available,arendsi,main,WAR/RDM/PLD/BRD/DRG/COR/DNC/GEO,119,20717,arendsi_fleuret,arendsi_fleuret,gear_progression_catalog.lua
available,argosy,body,WAR/DRK/BST/GEO,119,26848,argosy_hauberk,argosy_hauberk,abjurations.lua
available,argosy,body,WAR/DRK/BST/GEO,119,26849,argosy_hauberk_+1,argosy_hauberk_+1,abjurations.lua
available,argosy,feet,WAR/DRK/BST/GEO,119,27376,argosy_sollerets,argosy_sollerets,abjurations.lua
available,argosy,feet,WAR/DRK/BST/GEO,119,27377,argosy_sollerets_+1,argosy_sollerets_+1,abjurations.lua
available,argosy,hands,WAR/DRK/BST/GEO,119,27024,argosy_mufflers,argosy_mufflers,abjurations.lua
available,argosy,hands,WAR/DRK/BST/GEO,119,27025,argosy_mufflers_+1,argosy_mufflers_+1,abjurations.lua
available,argosy,head,WAR/DRK/BST/GEO,119,26672,argosy_celata,argosy_celata,abjurations.lua
available,argosy,head,WAR/DRK/BST/GEO,119,26673,argosy_celata_+1,argosy_celata_+1,abjurations.lua
available,argosy,legs,WAR/DRK/BST/GEO,119,27200,argosy_breeches,argosy_breeches,abjurations.lua
available,argosy,legs,WAR/DRK/BST/GEO,119,27201,argosy_breeches_+1,argosy_breeches_+1,abjurations.lua
available,arjuna,legs,WAR/PLD/DRK/BST/SAM/NIN/GEO,119,25854,arjuna_breeches,arjuna_breeches,dealer_moogle.lua
available,arke,legs,WAR/PLD/DRG/GEO,119,25898,arke_cosc._+1,arke_cosc._+1,armor_catalog.lua
available,arktoi,main,BST,119,20811,arktoi,arktoi,dealer_moogle.lua
available,armageddon,ranged,RNG/COR,119,21269,armageddon,armageddon,dealer_moogle.lua
available,armageddon,ranged,RNG/COR,119,22142,armageddon,armageddon,dealer_moogle.lua
available,artemiss,ammo,RNG,119,21298,artemiss_arrow,artemiss_arrow,gandiva.lua
available,artemiss,ranged,RNG,119,22145,artemiss_bow_+2,artemiss_bow_+2,mog_bonanza.lua
available,ashera,body,MNK/THF/BRD/NIN/DNC/GEO/RUN,119,25786,ashera_harness,ashera_harness,dealer_moogle.lua
available,ashijiro,main,SAM,119,21960,ashijiro_no_tachi,ashijiro_no_tachi,Antonia.lua
available,assid,legs,WHM/BLM/BRD/SMN/PUP/SCH/GEO,119,28135,assid._pants_+1,assid._pants_+1,dealer_moogle.lua
available,assim,body,BLU,119,23122,assim._jubbah_+2,assim._jubbah_+2,deeds.lua
available,assim,body,BLU,119,23457,assim._jubbah_+3,assim._jubbah_+3,weaponskills.lua
available,assim,body,BLU,119,27843,assim._jubbah_+1,assim._jubbah_+1,deeds.lua
available,assim,feet,BLU,119,23323,assim._charuqs_+2,assim._charuqs_+2,deeds.lua
available,assim,feet,BLU,119,23658,assim._charuqs_+3,assim._charuqs_+3,reforge_catalog.lua
available,assim,feet,BLU,119,28259,assim._charuqs_+1,assim._charuqs_+1,deeds.lua
available,assim,hands,BLU,119,23189,assim._bazu._+2,assim._bazu._+2,deeds.lua
available,assim,hands,BLU,119,23524,assim._bazu._+3,assim._bazu._+3,reforge_catalog.lua
available,assim,hands,BLU,119,27979,assim._bazu._+1,assim._bazu._+1,deeds.lua
available,assim,head,BLU,119,23055,assim._keffiyeh_+2,assim._keffiyeh_+2,deeds.lua
available,assim,head,BLU,119,23390,assim._keffiyeh_+3,assim._keffiyeh_+3,reforge_catalog.lua
available,assim,head,BLU,119,27699,assim._keffiyeh_+1,assim._keffiyeh_+1,deeds.lua
available,assim,legs,BLU,119,23256,assim._shalwar_+2,assim._shalwar_+2,deeds.lua
available,assim,legs,BLU,119,23591,assim._shalwar_+3,assim._shalwar_+3,reforge_catalog.lua
available,assim,legs,BLU,119,28126,assim._shalwar_+1,assim._shalwar_+1,deeds.lua
available,assimilators,body,BLU,119,23955,assimilators_jubbah_+4,assim._jubbah_+4,dungeon_catalog.lua
available,assimilators,feet,BLU,119,24090,assimilators_charuqs_+4,assim._charuqs_+4,dungeon_catalog.lua
available,assimilators,hands,BLU,119,24000,assimilators_bazubands_+4,assim._bazu._+4,moa_constrictors.lua
available,assimilators,head,BLU,119,23910,assimilators_keffiyeh_+4,assim._keffiyeh_+4,dungeon_catalog.lua
available,assimilators,legs,BLU,119,24045,assimilators_shalwar_+4,assim._shalwar_+4,dungeon_catalog.lua
available,asteria,hands,SMN,119,27107,asteria_mitts_+1,asteria_mitts_+1,dealer_moogle.lua
available,atakigiri,main,SAM,119,21036,atakigiri,atakigiri,dealer_moogle.lua
available,atro,feet,RDM,119,23312,atro._boots_+2,atro._boots_+2,deeds.lua
available,atro,feet,RDM,119,23647,atro._boots_+3,atro._boots_+3,reforge_catalog.lua
available,atro,head,RDM,119,23044,atro._chapeau_+2,atro._chapeau_+2,deeds.lua
available,atro,head,RDM,119,27688,atro._chapeau_+1,atro._chapeau_+1,deeds.lua
available,atrophy,body,RDM,119,23111,atrophy_tabard_+2,atrophy_tabard_+2,deeds.lua
available,atrophy,body,RDM,119,23446,atrophy_tabard_+3,atrophy_tabard_+3,reforge_catalog.lua
available,atrophy,body,RDM,119,23944,atrophy_tabard_+4,atrophy_tabard_+4,dungeon_catalog.lua
available,atrophy,body,RDM,119,27832,atrophy_tabard_+1,atrophy_tabard_+1,deeds.lua
available,atrophy,feet,RDM,119,24079,atrophy_boots_+4,atro._boots_+4,dungeon_catalog.lua
available,atrophy,feet,RDM,119,28248,atrophy_boots_+1,atrophy_boots_+1,deeds.lua
available,atrophy,hands,RDM,119,23178,atrophy_gloves_+2,atrophy_gloves_+2,deeds.lua
available,atrophy,hands,RDM,119,23513,atrophy_gloves_+3,atrophy_gloves_+3,reforge_catalog.lua
available,atrophy,hands,RDM,119,23989,atrophy_gloves_+4,atro._gloves_+4,dungeon_catalog.lua
available,atrophy,hands,RDM,119,27968,atrophy_gloves_+1,atrophy_gloves_+1,deeds.lua
available,atrophy,head,RDM,119,23379,atrophy_chapeau_+3,atrophy_chapeau_+3,reforge_catalog.lua
available,atrophy,head,RDM,119,23899,atrophy_chapeau_+4,atro._chapeau_+4,dungeon_catalog.lua
available,atrophy,legs,RDM,119,23245,atrophy_tights_+2,atrophy_tights_+2,deeds.lua
available,atrophy,legs,RDM,119,23580,atrophy_tights_+3,atrophy_tights_+3,reforge_catalog.lua
available,atrophy,legs,RDM,119,24034,atrophy_tights_+4,atro._tights_+4,dungeon_catalog.lua
available,atrophy,legs,RDM,119,28115,atrophy_tights_+1,atrophy_tights_+1,deeds.lua
